EmpID,FirstName,LastName,StartDate,ExitDate,Supervisor,ADEmail,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DOB,GenderCode,Performance Score,Current Employee Rating
3896,Korbin,Gilbert,13-Aug-19,10-Jul-22,Rachel Sanchez,korbin.gilbert@bilearner.com,Active,Part-Time,Zone B,Temporary,20-11-1980,Female,Fully Meets,3
3897,Jenna,Maddox,25-Mar-19,13-Sep-21,Hector Singleton,jenna.maddox@bilearner.com,Active,Part-Time,Zone A,Part-Time,31-03-1956,Female,Fully Meets,3
3898,Anaya,Preston,14-Dec-18,11-Feb-23,Denise Oconnor,anaya.preston@bilearner.com,Leave of Absence,Part-Time,Zone C,Temporary,11/7/1948,Male,Fully Meets,3
3899,Eugene,Pena,7-Mar-21,31-Aug-21,Ruben Cook,eugene.pena@bilearner.com,Leave of Absence,Contract,Zone B,Part-Time,22-06-1943,Female,Fully Meets,3
3900,Abel,Baker,16-Jun-23,,Amy Duncan,abel.baker@bilearner.com,Active,Contract,Zone C,Full-Time,26-09-1995,Female,Fully Meets,3
3901,Deven,Merritt,18-Jun-21,,Anthony Cruz MD,deven.merritt@bilearner.com,Active,Part-Time,Zone A,Temporary,5/2/1988,Male,Fully Meets,3
3902,Hadassah,Moran,22-May-23,16-Jun-23,Michelle Perry,hadassah.moran@bilearner.com,Active,Contract,Zone B,Temporary,2/6/1964,Male,Fully Meets,3
3903,Hezekiah,Thompson,14-May-19,,Victoria Shaw,hezekiah.thompson@bilearner.com,Active,Full-Time,Zone A,Full-Time,21-07-1993,Male,Fully Meets,3
3904,Quintin,Fry,27-Dec-20,,Brad Lee,quintin.fry@bilearner.com,Active,Contract,Zone A,Part-Time,3/3/1970,Male,Fully Meets,3
3905,Alayna,Hess,4-Aug-20,4-Feb-22,Todd Baker,alayna.hess@bilearner.com,Active,Full-Time,Zone A,Full-Time,8/6/1958,Female,Fully Meets,3
3906,Amaris,Miller,25-Aug-20,,Samuel Padilla,amaris.miller@bilearner.com,Active,Contract,Zone C,Temporary,5/9/1975,Female,Fully Meets,3
3907,Barrett,Wilcox,24-Feb-22,,Michael Wright,barrett.wilcox@bilearner.com,Active,Full-Time,Zone A,Temporary,11/7/1964,Female,Fully Meets,3
3908,Kimberly,Watson,6-Aug-19,21-Mar-21,Bryan Foley,kimberly.watson@bilearner.com,Active,Part-Time,Zone C,Temporary,11/7/1986,Female,Needs Improvement,3
3909,Rebecca,Park,1-Aug-21,24-Sep-21,April Anderson MD,rebecca.park@bilearner.com,Active,Part-Time,Zone C,Part-Time,26-05-1944,Female,Needs Improvement,3
3910,Caleb,Schneider,13-Jul-22,22-Jan-23,Matthew Calderon DDS,caleb.schneider@bilearner.com,Active,Part-Time,Zone A,Part-Time,22-02-1997,Female,Needs Improvement,3
3911,Vanessa,James,28-May-21,,Bryan Ramos,vanessa.james@bilearner.com,Active,Full-Time,Zone A,Part-Time,29-07-1950,Male,Fully Meets,3
3912,Maribel,Copeland,6-Jul-20,18-Jan-21,Alan Harris,maribel.copeland@bilearner.com,Leave of Absence,Part-Time,Zone C,Full-Time,19-05-1968,Male,Needs Improvement,3
3913,Henry,Zimmerman,14-Jan-20,8-Jun-22,Rodney Hart,henry.zimmerman@bilearner.com,Leave of Absence,Full-Time,Zone A,Part-Time,2/6/1942,Female,Fully Meets,3
3914,Nathanial,Booth,4-Feb-20,29-Jan-21,Jorge Mayo,nathanial.booth@bilearner.com,Active,Contract,Zone C,Temporary,22-07-1958,Male,Exceeds,3
3915,Rhys,Barry,28-Aug-22,,Kimberly Good,rhys.barry@bilearner.com,Active,Contract,Zone B,Part-Time,3/5/1991,Male,Fully Meets,3
3916,Jonas,Rowland,27-Jun-22,,Stephanie Harris,jonas.rowland@bilearner.com,Active,Part-Time,Zone C,Temporary,25-05-1964,Male,Fully Meets,3
3917,Chris,Vincent,19-Dec-19,31-Mar-23,Ethan Allison,chris.vincent@bilearner.com,Active,Part-Time,Zone C,Full-Time,11/4/1993,Female,Exceeds,3
3918,Myah,Waller,24-Sep-20,27-Mar-23,Christian Mullen,myah.waller@bilearner.com,Active,Contract,Zone A,Full-Time,17-06-1960,Female,Fully Meets,3
3919,Yaritza,Sherman,6-Jul-23,,Debra Oneal,yaritza.sherman@bilearner.com,Active,Contract,Zone C,Full-Time,7/10/1944,Female,Fully Meets,3
3920,Haley,Weaver,11-Apr-21,19-Dec-22,Cynthia Willis,haley.weaver@bilearner.com,Active,Full-Time,Zone A,Part-Time,4/11/1961,Female,Fully Meets,3
3921,Alessandra,Lee,12-Feb-20,15-Jul-22,Lauren Douglas,alessandra.lee@bilearner.com,Active,Contract,Zone A,Part-Time,30-11-1943,Female,Fully Meets,3
3922,Kaitlin,Hickman,25-Dec-18,,Katherine Wright,kaitlin.hickman@bilearner.com,Active,Part-Time,Zone A,Full-Time,4/10/1996,Female,Fully Meets,3
3923,Giancarlo,Juarez,25-Dec-21,19-Jun-23,Jennifer Lester,giancarlo.juarez@bilearner.com,Active,Full-Time,Zone C,Part-Time,16-03-1955,Female,Exceeds,3
3924,Walter,Zuniga,22-May-21,,Erin Tran,walter.zuniga@bilearner.com,Active,Full-Time,Zone B,Full-Time,27-04-1993,Male,Fully Meets,3
3925,Anna,Jordan,3-May-20,14-Nov-22,Bill Barnes,anna.jordan@bilearner.com,Leave of Absence,Contract,Zone C,Part-Time,15-10-1960,Male,Fully Meets,3
3926,Jeffery,Gamble,27-Feb-19,,Nicole Morales,jeffery.gamble@bilearner.com,Active,Full-Time,Zone C,Full-Time,16-12-1941,Female,Needs Improvement,3
3927,Misael,Hunter,1-Mar-20,5-Mar-22,Gary Davidson,misael.hunter@bilearner.com,Active,Contract,Zone C,Temporary,12/10/1982,Male,Fully Meets,3
3928,Audrina,Yu,27-Jan-21,18-Oct-21,Walter Powell,audrina.yu@bilearner.com,Active,Full-Time,Zone A,Temporary,11/7/1956,Male,Fully Meets,3
3929,Jeramiah,Foster,18-Jun-23,24-Jul-23,Kimberly Wolf,jeramiah.foster@bilearner.com,Active,Contract,Zone C,Part-Time,20-04-1977,Female,Fully Meets,3
3930,Bruce,Wallace,24-Nov-19,,Patricia Andrews,bruce.wallace@bilearner.com,Active,Contract,Zone A,Part-Time,9/4/1984,Female,Fully Meets,3
3931,Giovani,Nelson,24-Sep-21,,Michelle King,giovani.nelson@bilearner.com,Active,Part-Time,Zone A,Temporary,26-06-1960,Male,Fully Meets,3
3932,Ari,Anthony,17-Aug-22,,Kenneth Rodriguez,ari.anthony@bilearner.com,Active,Contract,Zone B,Full-Time,21-04-1965,Female,Fully Meets,3
3933,Laylah,Branch,18-Apr-23,,Kevin Hudson,laylah.branch@bilearner.com,Active,Contract,Zone A,Part-Time,21-08-1967,Female,Fully Meets,3
3934,Alanna,Mullins,15-Apr-20,13-May-22,Dustin Sanchez,alanna.mullins@bilearner.com,Active,Full-Time,Zone C,Temporary,3/1/1979,Female,Fully Meets,3
3935,Arjun,Tyler,25-Dec-20,,Jennifer Flores,arjun.tyler@bilearner.com,Active,Full-Time,Zone C,Full-Time,16-11-1993,Male,Fully Meets,3
3936,Donald,Favis,21-Jul-22,1-May-23,Stephen Rasmussen,donald.favis@bilearner.com,Terminated for Cause,Full-Time,Zone B,Temporary,27-06-1998,Male,Fully Meets,3
3937,Daniff,Hernandez,4-Nov-22,,Christina Williams,daniff.hernandez@bilearner.com,Active,Contract,Zone C,Part-Time,13-09-1944,Male,Fully Meets,3
3938,Lori,Roby,20-Apr-20,,Brittany Evans,lori.roby@bilearner.com,Active,Part-Time,Zone B,Temporary,28-05-1955,Female,Fully Meets,3
3939,Thomas,Murray,5-Sep-19,,Nicole Hill,thomas.murray@bilearner.com,Active,Part-Time,Zone A,Part-Time,4/9/1992,Male,Fully Meets,3
3940,Karthikeyan,Ait Sidi,11-Aug-19,,Kaitlyn Young,karthikeyan.ait sidi@bilearner.com,Active,Contract,Zone B,Full-Time,9/8/1958,Male,Fully Meets,3
3941,Ivan,Rogers,4-Nov-18,,Alejandra Spencer,ivan.rogers@bilearner.com,Active,Full-Time,Zone B,Temporary,30-08-1985,Male,Fully Meets,3
3942,Bianca,Roehrich,4-Nov-18,22-Dec-21,Brian Gamble MD,bianca.roehrich@bilearner.com,Voluntarily Terminated,Contract,Zone B,Temporary,4/9/1951,Female,PIP,3
3943,Jason,Salter,27-Jul-19,25-Jul-21,Lauren Moore,jason.salter@bilearner.com,Voluntarily Terminated,Part-Time,Zone A,Part-Time,4/8/1971,Male,Fully Meets,3
3944,Julia,Zhou,21-Dec-20,,Joseph Owen,julia.zhou@bilearner.com,Active,Full-Time,Zone A,Full-Time,5/7/1997,Female,Fully Meets,3
3945,Thelma,Petrowsky,25-Jul-22,,Carla Wilson,thelma.petrowsky@bilearner.com,Active,Full-Time,Zone C,Temporary,23-03-1998,Female,PIP,3
3946,Jayne,Horton,15-Jun-19,,Valerie Moody,jayne.horton@bilearner.com,Active,Contract,Zone A,Temporary,20-07-1957,Female,Fully Meets,3
3947,Renee,Becker,4-Apr-20,22-Jun-22,Heather Phillips,renee.becker@bilearner.com,Terminated for Cause,Full-Time,Zone B,Full-Time,3/12/1996,Female,Fully Meets,3
3948,Randall,Pearson,3-Feb-23,29-May-23,Peggy Mccoy,randall.pearson@bilearner.com,Voluntarily Terminated,Contract,Zone C,Full-Time,29-10-1943,Male,Fully Meets,3
3949,Claudia N,Carr,20-Sep-22,4-Jul-23,Natasha Walton,claudia n.carr@bilearner.com,Future Start,Full-Time,Zone A,Temporary,17-03-1991,Female,Fully Meets,3
3950,Noelle,Johnson,12-Jul-23,,George Willis,noelle.johnson@bilearner.com,Active,Full-Time,Zone A,Part-Time,29-01-1989,Female,Fully Meets,3
3951,Taisha,Goble,25-Apr-21,12-Feb-23,Joseph Jensen,taisha.goble@bilearner.com,Terminated for Cause,Contract,Zone A,Temporary,7/9/1961,Female,Fully Meets,3
3952,Kramer,Simard,13-Mar-21,,Donna Young,kramer.simard@bilearner.com,Active,Full-Time,Zone A,Full-Time,1/11/1950,Male,Fully Meets,3
3953,Mark,Griffith,16-Aug-21,,Nicole Elliott,mark.griffith@bilearner.com,Active,Full-Time,Zone B,Full-Time,22-02-1965,Female,Fully Meets,3
3954,Denisse,Hayes,18-Oct-21,,Gerald Carey,denisse.hayes@bilearner.com,Active,Full-Time,Zone B,Temporary,11/11/1946,Female,Fully Meets,3
3955,Draven,Giles,16-Feb-20,16-Mar-23,Aaron Richards,draven.giles@bilearner.com,Active,Contract,Zone C,Full-Time,28-10-1998,Female,Fully Meets,3
3956,Aliana,Shaw,7-Aug-19,8-Mar-23,Joseph Shelton,aliana.shaw@bilearner.com,Active,Contract,Zone A,Temporary,2/1/1997,Female,Fully Meets,3
3957,Makaila,Nixon,3-Jan-22,,Rose Conner,makaila.nixon@bilearner.com,Active,Contract,Zone C,Temporary,2/1/1991,Female,Fully Meets,3
3958,Mohammed,Orr,22-Sep-20,,Jacqueline Huerta,mohammed.orr@bilearner.com,Active,Part-Time,Zone C,Full-Time,18-09-1974,Female,PIP,3
3959,Braylen,Mendoza,11-Nov-22,14-Jul-23,Douglas Chapman,braylen.mendoza@bilearner.com,Terminated for Cause,Part-Time,Zone A,Full-Time,20-08-1988,Male,Fully Meets,3
3960,Andreas,Torres,11-Aug-18,,Guy Hansen,andreas.torres@bilearner.com,Active,Part-Time,Zone A,Full-Time,5/4/1947,Male,Fully Meets,3
3961,Maddison,Perez,31-Mar-23,,Angela Gibson,maddison.perez@bilearner.com,Active,Full-Time,Zone A,Full-Time,19-06-1978,Male,Fully Meets,3
3962,Charlize,Wagner,10-Mar-21,,Joseph Patton,charlize.wagner@bilearner.com,Active,Contract,Zone B,Part-Time,18-11-1990,Female,Fully Meets,3
3963,Micah,Pace,30-Aug-19,,Debra Mckenzie,micah.pace@bilearner.com,Active,Part-Time,Zone B,Temporary,19-05-1998,Female,Fully Meets,3
3964,Marlee,Stevens,7-Jun-21,25-Jan-23,Wendy Jackson,marlee.stevens@bilearner.com,Future Start,Part-Time,Zone A,Temporary,26-02-2001,Male,Exceeds,3
3965,Precious,Roth,22-Apr-20,,Shaun Bell,precious.roth@bilearner.com,Active,Contract,Zone B,Part-Time,1/11/1998,Female,Fully Meets,3
3966,Konner,Villegas,19-Oct-18,4-Sep-21,Ruth Myers,konner.villegas@bilearner.com,Future Start,Contract,Zone A,Part-Time,28-04-1978,Female,Fully Meets,3
3967,Anastasia,Gillespie,3-Dec-18,20-Jan-21,Harold Jones,anastasia.gillespie@bilearner.com,Active,Full-Time,Zone A,Temporary,19-07-1955,Female,Fully Meets,3
3968,Emely,Rice,20-Feb-21,,Susan Smith,emely.rice@bilearner.com,Active,Contract,Zone B,Temporary,14-07-1967,Female,Fully Meets,3
3969,Lewis,Nixon,17-Jan-21,,Derrick Johnson,lewis.nixon@bilearner.com,Active,Contract,Zone A,Full-Time,18-06-1966,Female,Exceeds,3
3970,Macy,Webster,4-Oct-20,27-Apr-23,Cynthia Gardner,macy.webster@bilearner.com,Active,Part-Time,Zone B,Full-Time,8/11/1950,Female,Exceeds,3
3971,Ciara,Acevedo,29-Jan-21,,Joel Hodge II,ciara.acevedo@bilearner.com,Active,Part-Time,Zone A,Temporary,31-10-1958,Female,Fully Meets,3
3972,Eleanor,Patton,26-Jul-22,,Raymond Wilson,eleanor.patton@bilearner.com,Active,Part-Time,Zone B,Part-Time,7/6/1955,Female,Fully Meets,3
3973,Brooklyn,Tanner,21-Sep-18,22-Jun-23,Jason Sims,brooklyn.tanner@bilearner.com,Terminated for Cause,Part-Time,Zone C,Temporary,22-05-1973,Female,Exceeds,3
3974,Zander,Franco,25-Dec-18,10-Jul-19,Ronnie Garcia,zander.franco@bilearner.com,Terminated for Cause,Part-Time,Zone C,Full-Time,7/1/1986,Male,Exceeds,3
3975,Kianna,Rhodes,3-Nov-20,25-Sep-22,Curtis Hill,kianna.rhodes@bilearner.com,Terminated for Cause,Part-Time,Zone B,Temporary,25-01-1999,Male,Fully Meets,3
3976,Kinsley,Braun,22-Oct-21,,Curtis Mathis,kinsley.braun@bilearner.com,Active,Full-Time,Zone C,Temporary,17-11-1991,Female,Fully Meets,3
3977,Gordon,Wu,27-Aug-18,,Bryan Sanchez,gordon.wu@bilearner.com,Active,Full-Time,Zone A,Full-Time,19-08-1943,Female,Fully Meets,3
3978,Maryjane,Cross,12-Jul-20,,Mark Hines DDS,maryjane.cross@bilearner.com,Active,Part-Time,Zone B,Part-Time,26-04-1980,Male,Fully Meets,3
3979,Peyton,Phelps,25-Jan-21,11-Jun-22,Emma Allen,peyton.phelps@bilearner.com,Future Start,Contract,Zone C,Temporary,30-10-1967,Female,Fully Meets,3
3980,Carmen,Atkins,11-May-20,,John Hart,carmen.atkins@bilearner.com,Active,Full-Time,Zone C,Full-Time,2/12/1975,Female,Exceeds,3
3981,Kiara,Fox,24-Jul-20,9-Apr-23,Richard Bailey,kiara.fox@bilearner.com,Active,Full-Time,Zone A,Temporary,7/2/1960,Female,Fully Meets,3
3982,Yair,Jennings,9-Aug-22,,Beverly Parker,yair.jennings@bilearner.com,Active,Part-Time,Zone B,Part-Time,12/6/1957,Female,Needs Improvement,3
3983,Kaylie,Velazquez,12-Jun-22,,Daniel Hart,kaylie.velazquez@bilearner.com,Active,Full-Time,Zone A,Full-Time,12/4/1964,Female,Exceeds,3
3984,Christine,Skinner,10-Feb-22,8-Jun-22,Thomas Ramirez,christine.skinner@bilearner.com,Active,Contract,Zone B,Full-Time,23-07-1963,Female,Fully Meets,3
3985,Zayne,Mccullough,13-Jan-23,19-May-23,Melissa Turner,zayne.mccullough@bilearner.com,Terminated for Cause,Part-Time,Zone A,Part-Time,18-01-1992,Male,Fully Meets,3
3986,Dennis,Key,10-Mar-20,,Lynn Jackson,dennis.key@bilearner.com,Active,Part-Time,Zone A,Temporary,27-11-1972,Female,Fully Meets,3
3987,Aydan,Benjamin,25-Feb-22,19-Jul-22,Lindsay Nelson,aydan.benjamin@bilearner.com,Terminated for Cause,Full-Time,Zone A,Full-Time,3/5/1982,Male,Exceeds,3
3988,Kenzie,Mullins,21-Jul-22,21-Nov-22,Anthony Williams,kenzie.mullins@bilearner.com,Leave of Absence,Contract,Zone A,Temporary,17-06-1981,Female,Fully Meets,3
3989,Asa,Pham,11-Jul-22,,Mr. Jason Brock,asa.pham@bilearner.com,Active,Full-Time,Zone C,Part-Time,18-06-1952,Female,Fully Meets,3
3990,Damarion,Schneider,2-Dec-19,26-Dec-19,Caitlin Murphy,damarion.schneider@bilearner.com,Future Start,Contract,Zone C,Temporary,18-12-1956,Male,Fully Meets,3
3991,Talan,Rodgers,10-Apr-23,,Ashley Cervantes,talan.rodgers@bilearner.com,Active,Contract,Zone B,Full-Time,9/3/1974,Male,Fully Meets,3
3992,Evelin,Snow,8-Dec-22,7-May-23,Roy Villegas,evelin.snow@bilearner.com,Active,Part-Time,Zone A,Full-Time,28-12-1961,Male,Fully Meets,3
3993,Sienna,Preston,22-Jun-22,,Gregory Ramirez,sienna.preston@bilearner.com,Active,Contract,Zone C,Full-Time,24-05-1996,Female,Fully Meets,3
3994,Taylor,Dennis,22-Sep-22,,Latoya Lam,taylor.dennis@bilearner.com,Active,Full-Time,Zone A,Full-Time,8/2/1987,Female,Fully Meets,3
3995,Cortez,Murillo,15-Jul-19,1-Jun-21,Stuart White,cortez.murillo@bilearner.com,Active,Full-Time,Zone A,Temporary,8/12/1946,Female,Exceeds,3
3996,Leonel,Combs,1-Sep-21,,Summer Carter,leonel.combs@bilearner.com,Active,Part-Time,Zone C,Full-Time,29-11-1999,Female,Fully Meets,3
3997,Carmen,Frost,16-Jul-19,,Jordan George,carmen.frost@bilearner.com,Active,Contract,Zone A,Temporary,2/12/1946,Male,Needs Improvement,3
3998,Ace,Krause,24-Dec-21,27-Jul-22,Brittany Rubio,ace.krause@bilearner.com,Terminated for Cause,Full-Time,Zone B,Full-Time,22-01-1971,Female,Fully Meets,3
3999,Reuben,Davila,17-Apr-19,17-Aug-21,John Henderson,reuben.davila@bilearner.com,Terminated for Cause,Full-Time,Zone B,Full-Time,1/2/1943,Male,Exceeds,3
4000,Angelique,Mann,26-Oct-19,8-Jun-21,Eugene Morgan,angelique.mann@bilearner.com,Terminated for Cause,Contract,Zone C,Full-Time,31-03-1960,Male,Fully Meets,3
1001,Susan,Exantus,29-Aug-19,,Angela Carlson,susan.exantus@bilearner.com,Active,Part-Time,Zone A,Part-Time,21-09-1957,Female,Fully Meets,3
1002,Sandra,Martin,12-Dec-22,28-May-23,Angela Hayes,sandra.martin@bilearner.com,Active,Part-Time,Zone A,Temporary,8/7/1950,Female,Fully Meets,3
1003,Keyla,Del Bosque,8-Mar-23,15-Mar-23,Christina Copeland,keyla.del bosque@bilearner.com,Active,Contract,Zone A,Part-Time,23-11-1973,Female,Fully Meets,3
1004,Andrew,Szabo,29-May-20,5-Mar-21,Jennifer Cohen,andrew.szabo@bilearner.com,Active,Part-Time,Zone C,Part-Time,27-01-1957,Male,Fully Meets,3
1005,Luke,Patronick,16-Sep-22,,Mr. Jesus Richards,luke.patronick@bilearner.com,Active,Full-Time,Zone B,Temporary,28-07-1970,Male,Fully Meets,3
1006,Colby,Andreola,15-Aug-21,20-Nov-21,Beth Johnson,colby.andreola@bilearner.com,Active,Full-Time,Zone C,Part-Time,19-02-1959,Female,Fully Meets,3
1007,Edward,TRUE,25-Oct-20,26-Sep-21,Raymond Adams,edward.true@bilearner.com,Voluntarily Terminated,Part-Time,Zone A,Part-Time,18-03-2000,Male,Fully Meets,3
1008,Judith,Carabbio,28-Aug-19,4-May-20,Jessica Rhodes,judith.carabbio@bilearner.com,Active,Contract,Zone B,Temporary,21-12-1981,Female,Fully Meets,3
1009,Adell,Saada,13-Jun-19,12-Jan-23,Steven Tran,adell.saada@bilearner.com,Active,Part-Time,Zone C,Temporary,1/3/1987,Female,Fully Meets,3
1010,Kamari,Hunter,12-Jan-21,18-Mar-22,Kristen Collier,kamari.hunter@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Temporary,21-10-1992,Male,Fully Meets,3
1011,Sarah,Malone,7-Feb-22,12-Feb-23,David Lopez,sarah.malone@bilearner.com,Voluntarily Terminated,Contract,Zone A,Temporary,22-02-1948,Male,Fully Meets,3
1012,Skyler,Blackwell,9-Nov-20,6-Jun-21,Candice Schmidt,skyler.blackwell@bilearner.com,Voluntarily Terminated,Contract,Zone A,Temporary,3/10/1978,Male,Fully Meets,3
1013,Jasmin,Shah,13-May-20,,Christy Craig,jasmin.shah@bilearner.com,Active,Part-Time,Zone B,Full-Time,19-11-1974,Male,Fully Meets,3
1014,Kole,Quinn,31-Dec-22,13-Jul-23,Jermaine Weaver,kole.quinn@bilearner.com,Active,Part-Time,Zone A,Full-Time,13-07-1953,Male,Fully Meets,3
1015,Ansley,Jackson,3-Dec-18,,James Barajas,ansley.jackson@bilearner.com,Active,Contract,Zone A,Part-Time,4/12/1961,Female,Fully Meets,3
1016,Jayda,Reese,21-Feb-20,29-May-21,Tyler Davis,jayda.reese@bilearner.com,Active,Part-Time,Zone B,Part-Time,8/3/1956,Female,Fully Meets,3
1017,Julien,Whitehead,7-Sep-20,15-Dec-21,Joshua Gonzalez,julien.whitehead@bilearner.com,Active,Full-Time,Zone B,Full-Time,5/7/1947,Female,Fully Meets,3
1018,Alan,Haynes,19-Jun-20,8-Dec-21,Justin Sherman,alan.haynes@bilearner.com,Active,Part-Time,Zone A,Part-Time,24-02-1942,Female,Fully Meets,3
1019,Kamryn,Herrera,14-Oct-22,28-Jul-23,Sara Holland,kamryn.herrera@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,28-11-1978,Male,Fully Meets,3
1020,Kelvin,Foster,20-Jun-23,18-Jul-23,Shelia Graham,kelvin.foster@bilearner.com,Voluntarily Terminated,Contract,Zone C,Full-Time,20-12-1990,Female,Fully Meets,3
1021,Joe,Fletcher,9-Nov-20,17-Jul-23,Amanda Hayden,joe.fletcher@bilearner.com,Voluntarily Terminated,Full-Time,Zone C,Full-Time,25-01-1989,Male,Fully Meets,3
1022,Frederick,Howe,19-Sep-22,,Nicole Haynes,frederick.howe@bilearner.com,Active,Part-Time,Zone A,Temporary,11/6/1962,Male,Fully Meets,3
1023,Nickolas,Davila,9-Nov-18,10-Oct-21,Debra Morales,nickolas.davila@bilearner.com,Active,Contract,Zone C,Part-Time,5/4/1992,Male,Fully Meets,3
1024,Kasey,Boyer,30-Dec-18,23-Jun-21,Chad Andrews,kasey.boyer@bilearner.com,Active,Contract,Zone A,Part-Time,30-03-1987,Female,Fully Meets,3
1025,Giovanni,Jenkins,11-May-23,15-May-23,John Wallace,giovanni.jenkins@bilearner.com,Active,Full-Time,Zone A,Temporary,13-11-1960,Female,Fully Meets,3
1026,Alexis,Moss,3-Nov-22,9-Feb-23,Benjamin Frederick,alexis.moss@bilearner.com,Active,Contract,Zone A,Part-Time,7/11/1950,Female,Fully Meets,3
1027,Joanna,Murphy,14-Jun-20,29-May-21,Michael Ramos,joanna.murphy@bilearner.com,Active,Part-Time,Zone A,Full-Time,21-12-1962,Male,Fully Meets,3
1028,Joseph,Schmidt,15-Oct-19,1-Jan-23,Donna Boone,joseph.schmidt@bilearner.com,Voluntarily Terminated,Full-Time,Zone C,Part-Time,22-10-2000,Male,Fully Meets,3
1029,Brittany,Hurley,28-Apr-20,,Jeffrey Johnston,brittany.hurley@bilearner.com,Active,Part-Time,Zone B,Part-Time,1/6/1979,Female,Fully Meets,3
1030,Niko,Hamilton,29-Oct-19,,Sarah King,niko.hamilton@bilearner.com,Active,Contract,Zone C,Temporary,6/7/1955,Male,Fully Meets,3
1031,Ruben,Martinez,28-Apr-21,,Cynthia Delgado,ruben.martinez@bilearner.com,Active,Part-Time,Zone B,Temporary,29-10-1972,Male,Fully Meets,3
1032,Kiley,Haynes,19-Apr-22,26-Aug-22,Dominique Bailey,kiley.haynes@bilearner.com,Active,Full-Time,Zone C,Part-Time,1/7/1954,Male,Fully Meets,3
1033,Blaine,Brooks,28-Mar-23,,Teresa Meyer,blaine.brooks@bilearner.com,Active,Contract,Zone B,Full-Time,28-03-1997,Male,Fully Meets,3
1034,Dennis,Livingston,6-May-19,,Sarah Carey,dennis.livingston@bilearner.com,Active,Full-Time,Zone C,Part-Time,8/12/1977,Female,Fully Meets,3
1035,Case,Russell,13-Oct-20,,Taylor Wright,case.russell@bilearner.com,Active,Full-Time,Zone A,Temporary,16-02-1979,Female,Fully Meets,3
1036,Kody,Jimenez,6-Jul-21,25-Nov-21,Daniel Moore,kody.jimenez@bilearner.com,Active,Part-Time,Zone A,Part-Time,8/8/1993,Male,Fully Meets,3
1037,Zoe,Colon,24-Sep-20,2-Nov-20,Stacey Vargas,zoe.colon@bilearner.com,Voluntarily Terminated,Part-Time,Zone C,Full-Time,27-07-1993,Male,Fully Meets,3
1038,Courtney,Cowan,18-Jan-23,,Beth Anderson,courtney.cowan@bilearner.com,Active,Contract,Zone B,Part-Time,4/5/1971,Male,Fully Meets,3
1039,Nolan,Perez,22-Aug-19,25-Mar-22,Joshua Daniels,nolan.perez@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Part-Time,17-11-1982,Female,Fully Meets,3
1040,Katrina,Farrell,25-Jul-19,17-Dec-22,Mark Mays,katrina.farrell@bilearner.com,Voluntarily Terminated,Contract,Zone A,Part-Time,25-04-1972,Male,Fully Meets,3
1041,Camden,Kelly,11-Nov-19,10-Jan-20,Brandon Ortiz,camden.kelly@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Full-Time,4/11/1976,Male,Fully Meets,3
1042,Milo,Hood,16-Jul-22,,Cheryl Swanson,milo.hood@bilearner.com,Active,Contract,Zone B,Temporary,18-08-1942,Male,Fully Meets,3
1043,Kale,Lang,19-Dec-22,10-May-23,Matthew Patel,kale.lang@bilearner.com,Active,Full-Time,Zone C,Part-Time,16-12-1955,Female,Fully Meets,3
1044,Shyanne,Stark,15-Sep-20,,Jennifer Adams,shyanne.stark@bilearner.com,Active,Contract,Zone A,Temporary,16-09-1956,Female,Fully Meets,3
1045,Elliott,Ashley,4-Oct-20,27-Feb-23,Kelly Williams,elliott.ashley@bilearner.com,Active,Full-Time,Zone C,Temporary,10/6/1963,Female,Fully Meets,3
1046,Genesis,Todd,23-Apr-22,3-Aug-22,Jose Daniel,genesis.todd@bilearner.com,Voluntarily Terminated,Full-Time,Zone A,Temporary,17-11-1962,Male,Fully Meets,3
1047,Sincere,Jimenez,27-Nov-21,,Vanessa Ramirez,sincere.jimenez@bilearner.com,Active,Contract,Zone A,Part-Time,24-11-1947,Female,Fully Meets,3
1048,Stephen,Daugherty,29-Nov-19,,Joshua Pittman,stephen.daugherty@bilearner.com,Active,Part-Time,Zone A,Temporary,19-07-1956,Male,Fully Meets,3
1049,Demarion,Morrow,30-May-19,19-Dec-20,Patricia Brewer,demarion.morrow@bilearner.com,Voluntarily Terminated,Part-Time,Zone B,Part-Time,26-09-1954,Male,Fully Meets,3
1050,Steven,Schneider,23-Nov-20,,Jerry Suarez,steven.schneider@bilearner.com,Active,Contract,Zone B,Temporary,4/7/1993,Male,Fully Meets,3
1051,Devon,Hinton,8-Apr-22,11-Jan-23,Allison York,devon.hinton@bilearner.com,Active,Full-Time,Zone C,Part-Time,29-04-1981,Male,Fully Meets,3
1052,Jacquelyn,Johns,25-Feb-21,4-Jun-21,Christopher Romero,jacquelyn.johns@bilearner.com,Active,Contract,Zone B,Part-Time,21-06-1980,Female,Fully Meets,3
1053,Blaine,Keith,13-Mar-19,7-Apr-21,Timothy Hansen,blaine.keith@bilearner.com,Active,Contract,Zone C,Full-Time,25-07-1947,Female,Fully Meets,3
